arc;type;trial_set;pos;date;huge;pattern;locale;heading_rad;species;predator;id
6.5;bar;C61;4;06/02/2016;0;bar 6.5;California;5.18;Sp;0;C244
6.5;bar;C62;1;06/02/2016;0;bar 6.5;California;6.13;Sp;0;C245
6.5;bar;C62;2;06/02/2016;0;bar 6.5;California;3.05;Sp;0;C246
6.5;bar;C62;3;06/02/2016;0;bar 6.5;California;0.23;Sp;0;C247
6.5;bar;C62;4;06/02/2016;0;bar 6.5;California;0.12;Sp;0;C248
6.5;bar;C63;1;06/02/2016;0;bar 6.5;California;3.71;Sp;0;C249
6.5;bar;C63;2;06/02/2016;0;bar 6.5;California;0.84;Sp;0;C250
6.5;bar;C63;3;06/02/2016;0;bar 6.5;California;4.68;Sp;0;C251
6.5;bar;C63;4;06/02/2016;0;bar 6.5;California;0.18;Sp;0;C252
6.5;bar;C64;1;07/02/2016;0;bar 6.5;California;4.60;Sp;0;C253
6.5;bar;C64;2;07/02/2016;0;bar 6.5;California;0.12;Sp;0;C254
6.5;bar;C64;3;07/02/2016;0;bar 6.5;California;0.34;Sp;0;C255
6.5;bar;C64;4;07/02/2016;0;bar 6.5;California;5.77;Sp;0;C256
6.5;bar;C65;1;07/02/2016;0;bar 6.5;California;2.34;Sp;0;C257
6.5;bar;C65;2;07/02/2016;0;bar 6.5;California;0.20;Sp;0;C258
6.5;bar;C65;3;07/02/2016;0;bar 6.5;California;0.45;Sp;0;C259
6.5;bar;C65;4;07/02/2016;0;bar 6.5;California;3.54;Sp;0;C260
6.5;bar;C66;1;07/02/2016;0;bar 6.5;California;2.38;Sp;0;C261
6.5;bar;C66;2;07/02/2016;0;bar 6.5;California;5.48;Sp;0;C262
6.5;bar;C66;3;07/02/2016;0;bar 6.5;California;3.81;Sp;0;C263
6.5;bar;C66;4;07/02/2016;0;bar 6.5;California;3.48;Sp;0;C264
0;control;C67;2;09/02/2016;0;control;California;3.62;Sp;0;C265
0;control;C67;3;09/02/2016;0;control;California;5.30;Sp;0;C266
0;control;C67;4;09/02/2016;0;control;California;2.29;Sp;0;C267
0;control;C67;1;09/02/2016;0;control;California;0.93;Sp;0;C268
0;control;C68;1;09/02/2016;0;control;California;4.17;Sp;0;C269
0;control;C68;2;09/02/2016;0;control;California;2.75;Sp;0;C270
0;control;C68;3;09/02/2016;0;control;California;3.60;Sp;0;C271
0;control;C68;4;09/02/2016;0;control;California;5.34;Sp;0;C272
0;control;C69;1;09/02/2016;0;control;California;4.10;Sp;0;C273
0;control;C69;2;09/02/2016;0;control;California;2.81;Sp;0;C274
0;control;C69;3;09/02/2016;0;control;California;0.70;Sp;0;C275
0;control;C69;4;09/02/2016;0;control;California;3.71;Sp;0;C276
0;control;C70;1;09/02/2016;0;control;California;4.72;Sp;0;C277
0;control;C70;2;09/02/2016;0;control;California;2.69;Sp;0;C278
0;control;C70;3;09/02/2016;0;control;California;2.10;Sp;0;C279
0;control;C70;4;09/02/2016;0;control;California;4.76;Sp;0;C280
17;DoG;C71;1;09/02/2016;0;dog 17;California;3.47;Sp;0;C281
17;DoG;C71;2;09/02/2016;0;dog 17;California;1.26;Sp;0;C282
17;DoG;C71;3;09/02/2016;0;dog 17;California;1.94;Sp;0;C283
17;DoG;C71;4;09/02/2016;0;dog 17;California;4.21;Sp;0;C284
17;DoG;C72;1;09/02/2016;0;dog 17;California;3.82;Sp;0;C285
17;DoG;C72;2;10/02/2016;0;dog 17;California;4.70;Sp;0;C286
17;DoG;C72;3;10/02/2016;0;dog 17;California;0.23;Sp;0;C287
17;DoG;C72;4;09/02/2016;0;dog 17;California;3.26;Sp;0;C288
17;DoG;C73;1;09/02/2016;0;dog 17;California;2.51;Sp;0;C289
17;DoG;C73;2;09/02/2016;0;dog 17;California;2.41;Sp;0;C290
17;DoG;C73;3;09/02/2016;0;dog 17;California;0.63;Sp;0;C291
17;DoG;C73;4;09/02/2016;0;dog 17;California;5.25;Sp;0;C292
17;DoG;C74;1;09/02/2016;0;dog 17;California;2.63;Sp;0;C293
17;DoG;C74;2;09/02/2016;0;dog 17;California;4.65;Sp;0;C294
17;DoG;C74;3;09/02/2016;0;dog 17;California;1.28;Sp;0;C295
17;DoG;C74;4;09/02/2016;0;dog 17;California;0.74;Sp;0;C296
17;DoG;C75;1;09/02/2016;0;dog 17;California;5.82;Sp;0;C297
17;DoG;C75;2;09/02/2016;0;dog 17;California;2.57;Sp;0;C298
17;DoG;C75;3;09/02/2016;0;dog 17;California;1.59;Sp;0;C299
17;DoG;C75;4;09/02/2016;0;dog 17;California;1.04;Sp;0;C300
6.5;bar;C76;1;09/02/2016;0;bar 6.5;California;3.30;Sp;0;C301
6.5;bar;C76;2;09/02/2016;0;bar 6.5;California;4.05;Sp;0;C302
6.5;bar;C76;3;09/02/2016;0;bar 6.5;California;2.26;Sp;0;C303
6.5;bar;C76;4;09/02/2016;0;bar 6.5;California;3.47;Sp;0;C304
6.5;bar;C77;1;10/02/2016;0;bar 6.5;California;4.67;Sp;0;C305
6.5;bar;C77;2;10/02/2016;0;bar 6.5;California;3.64;Sp;0;C306
6.5;bar;C77;3;10/02/2016;0;bar 6.5;California;3.66;Sp;0;C307
6.5;bar;C77;4;10/02/2016;0;bar 6.5;California;4.80;Sp;0;C308
6.5;bar;C78;1;10/02/2016;0;bar 6.5;California;1.52;Sp;0;C309
6.5;bar;C78;2;10/02/2016;0;bar 6.5;California;5.24;Sp;0;C310
6.5;bar;C78;3;10/02/2016;0;bar 6.5;California;0.91;Sp;0;C311
6.5;bar;C78;4;10/02/2016;0;bar 6.5;California;1.35;Sp;0;C312
6.5;bar;C79;1;10/02/2016;0;bar 6.5;California;3.81;Sp;0;C313
6.5;bar;C79;2;10/02/2016;0;bar 6.5;California;5.50;Sp;0;C314
6.5;bar;C79;3;10/02/2016;0;bar 6.5;California;0.96;Sp;0;C315
6.5;bar;C79;4;10/02/2016;0;bar 6.5;California;4.98;Sp;0;C316
6.5;bar;C80;1;10/02/2016;0;bar 6.5;California;5.88;Sp;0;C317
6.5;bar;C80;2;10/02/2016;0;bar 6.5;California;1.76;Sp;0;C318
6.5;bar;C80;3;10/02/2016;0;bar 6.5;California;0.66;Sp;0;C319
6.5;bar;C80;4;10/02/2016;0;bar 6.5;California;5.61;Sp;0;C320
6.5;bar;C81;1;10/02/2016;0;bar 6.5;California;2.48;Sp;0;C321
6.5;bar;C81;2;10/02/2016;0;bar 6.5;California;4.80;Sp;0;C322
6.5;bar;C81;3;10/02/2016;0;bar 6.5;California;0.39;Sp;0;C323
6.5;bar;C81;4;10/02/2016;0;bar 6.5;California;6.04;Sp;0;C324
40;bar;C82;1;10/02/2016;0;bar 40;California;4.10;Sp;0;C325
40;bar;C82;2;10/02/2016;0;bar 40;California;0.37;Sp;0;C326
40;bar;C82;3;10/02/2016;0;bar 40;California;5.39;Sp;0;C327
40;bar;C82;4;10/02/2016;0;bar 40;California;4.49;Sp;0;C328
9;DoG;C83;1;10/02/2016;0;dog 9;California;4.81;Sp;0;C329
9;DoG;C83;2;10/02/2016;0;dog 9;California;1.44;Sp;0;C330
9;DoG;C83;3;10/02/2016;0;dog 9;California;4.50;Sp;0;C331
9;DoG;C83;4;10/02/2016;0;dog 9;California;4.21;Sp;0;C332
9;DoG;C84;1;10/02/2016;0;dog 9;California;2.15;Sp;0;C333
9;DoG;C84;2;10/02/2016;0;dog 9;California;2.95;Sp;0;C334
9;DoG;C84;3;10/02/2016;0;dog 9;California;6.08;Sp;0;C335
9;DoG;C84;4;10/02/2016;0;dog 9;California;5.65;Sp;0;C336
9;DoG;C85;1;10/02/2016;0;dog 9;California;5.62;Sp;0;C337
9;DoG;C85;2;10/02/2016;0;dog 9;California;3.41;Sp;0;C338
9;DoG;C85;3;10/02/2016;0;dog 9;California;1.74;Sp;0;C339
9;DoG;C85;4;10/02/2016;0;dog 9;California;3.80;Sp;0;C340
9;DoG;C86;1;10/02/2016;0;dog 9;California;2.79;Sp;0;C341
9;DoG;C86;2;10/02/2016;0;dog 9;California;4.35;Sp;0;C342
9;DoG;C86;3;10/02/2016;0;dog 9;California;5.18;Sp;0;C343
9;DoG;C86;4;10/02/2016;0;dog 9;California;1.63;Sp;0;C344
9;DoG;C87;1;10/02/2016;0;dog 9;California;5.08;Sp;0;C345
9;DoG;C87;2;10/02/2016;0;dog 9;California;0.78;Sp;0;C346
9;DoG;C87;3;10/02/2016;0;dog 9;California;4.83;Sp;0;C347
9;DoG;C87;4;10/02/2016;0;dog 9;California;4.81;Sp;0;C348
10;bar;C88;1;11/02/2016;0;bar 10;California;0.77;Sp;0;C349
10;bar;C88;2;11/02/2016;0;bar 10;California;3.44;Sp;0;C350
10;bar;C88;3;11/02/2016;0;bar 10;California;4.95;Sp;0;C351
10;bar;C88;4;11/02/2016;0;bar 10;California;5.03;Sp;0;C352
10;bar;C89;1;11/02/2016;0;bar 10;California;5.90;Sp;0;C353
10;bar;C89;2;11/02/2016;0;bar 10;California;2.45;Sp;0;C354
10;bar;C89;3;11/02/2016;0;bar 10;California;5.36;Sp;0;C355
10;bar;C89;4;11/02/2016;0;bar 10;California;0.20;Sp;0;C356
10;bar;C90;1;11/02/2016;0;bar 10;California;2.11;Sp;0;C357
10;bar;C90;2;11/02/2016;0;bar 10;California;2.56;Sp;0;C358
10;bar;C90;3;11/02/2016;0;bar 10;California;1.42;Sp;0;C359
10;bar;C90;4;11/02/2016;0;bar 10;California;1.85;Sp;0;C360
10;bar;C91;4;11/02/2016;0;bar 10;California;3.28;Sp;0;C361
10;bar;C91;2;11/02/2016;0;bar 10;California;4.13;Sp;0;C362
10;bar;C91;3;11/02/2016;0;bar 10;California;5.57;Sp;0;C363
10;bar;C91;1;11/02/2016;0;bar 10;California;1.97;Sp;0;C364
17;DoG;C92;1;11/02/2016;0;dog 17;California;5.22;Sp;0;C365
17;DoG;C92;2;11/02/2016;0;dog 17;California;5.56;Sp;0;C366
17;DoG;C92;3;11/02/2016;0;dog 17;California;5.28;Sp;0;C367
17;DoG;C92;4;11/02/2016;0;dog 17;California;0.69;Sp;0;C368
17;DoG;C93;1;11/02/2016;0;dog 17;California;1.42;Sp;1;C369
17;DoG;C93;2;11/02/2016;0;dog 17;California;5.10;Sp;1;C370
17;DoG;C93;3;11/02/2016;0;dog 17;California;5.39;Sp;1;C371
17;DoG;C93;4;11/02/2016;0;dog 17;California;5.95;Sp;1;C372
17;DoG;C94;1;11/02/2016;0;dog 17;California;5.98;Sp;1;C373
17;DoG;C94;2;11/02/2016;0;dog 17;California;3.82;Sp;1;C374
17;DoG;C94;3;11/02/2016;0;dog 17;California;4.52;Sp;1;C375
17;DoG;C94;4;11/02/2016;0;dog 17;California;4.55;Sp;1;C376
17;DoG;C95;1;12/02/2016;0;dog 17;California;5.88;Sp;1;C377
17;DoG;C95;2;12/02/2016;0;dog 17;California;0.49;Sp;1;C378
17;DoG;C95;4;12/02/2016;0;dog 17;California;3.49;Sp;1;C379
17;DoG;C95;3;12/02/2016;0;dog 17;California;2.79;Sp;1;C380
17;DoG;C96;1;12/02/2016;0;dog 17;California;3.36;Sp;1;C381
17;DoG;C96;2;12/02/2016;0;dog 17;California;2.96;Sp;1;C382
17;DoG;C96;3;12/02/2016;0;dog 17;California;0.55;Sp;1;C383
17;DoG;C96;4;12/02/2016;0;dog 17;California;5.99;Sp;1;C384
17;DoG;C97;1;12/02/2016;0;dog 17;California;3.74;Sp;1;C385
17;DoG;C97;2;12/02/2016;0;dog 17;California;1.65;Sp;1;C386
17;DoG;C97;3;12/02/2016;0;dog 17;California;3.93;Sp;1;C387
17;DoG;C97;4;12/02/2016;0;dog 17;California;0.04;Sp;1;C388
17;DoG;C98;1;12/02/2016;0;dog 17;California;4.26;Sp;1;C389
17;DoG;C98;2;12/02/2016;0;dog 17;California;1.15;Sp;1;C390
17;DoG;C98;3;12/02/2016;0;dog 17;California;1.96;Sp;1;C391
17;DoG;C98;4;12/02/2016;0;dog 17;California;6.24;Sp;1;C392
17;DoG;C99;1;12/02/2016;0;dog 17;California;2.70;Sp;1;C393
17;DoG;C99;2;12/02/2016;0;dog 17;California;0.04;Sp;1;C394
17;DoG;C99;3;12/02/2016;0;dog 17;California;0.41;Sp;1;C395
17;DoG;C99;4;12/02/2016;0;dog 17;California;0.53;Sp;1;C396
17;DoG;C100;1;12/02/2016;0;dog 17;California;4.25;Sp;1;C397
17;DoG;C100;2;12/02/2016;0;dog 17;California;2.20;Sp;1;C398
17;DoG;C100;3;12/02/2016;0;dog 17;California;4.04;Sp;1;C399
17;DoG;C100;4;12/02/2016;0;dog 17;California;4.86;Sp;1;C400
17;DoG;C101;1;12/02/2016;0;dog 17;California;4.88;Sp;1;C401
17;DoG;C101;2;12/02/2016;0;dog 17;California;3.83;Sp;1;C402
17;DoG;C101;3;12/02/2016;0;dog 17;California;1.21;Sp;1;C403
17;DoG;C101;4;12/02/2016;0;dog 17;California;5.27;Sp;1;C404
17;DoG;C102;1;12/02/2016;0;dog 17;California;3.60;Sp;1;C405
17;DoG;C102;2;12/02/2016;0;dog 17;California;3.93;Sp;1;C406
17;DoG;C102;3;12/02/2016;0;dog 17;California;0.98;Sp;1;C407
17;DoG;C102;4;12/02/2016;0;dog 17;California;1.99;Sp;1;C408
17;DoG;C103;1;12/02/2016;0;dog 17;California;1.18;Sp;1;C409
17;DoG;C103;2;12/02/2016;0;dog 17;California;4.71;Sp;1;C410
17;DoG;C103;3;12/02/2016;0;dog 17;California;3.14;Sp;1;C411
17;DoG;C103;4;12/02/2016;0;dog 17;California;4.78;Sp;1;C412
17;DoG;C104;1;12/02/2016;0;dog 17;California;5.58;Sp;1;C413
17;DoG;C104;2;12/02/2016;0;dog 17;California;3.12;Sp;1;C414
17;DoG;C104;3;12/02/2016;0;dog 17;California;3.36;Sp;1;C415
17;DoG;C104;4;12/02/2016;0;dog 17;California;4.03;Sp;1;C416
17;DoG;C105;1;12/02/2016;0;dog 17;California;0.29;Sp;1;C417
17;DoG;C105;2;12/02/2016;0;dog 17;California;0.68;Sp;1;C418
17;DoG;C105;3;12/02/2016;0;dog 17;California;3.79;Sp;1;C419
17;DoG;C105;4;12/02/2016;0;dog 17;California;5.99;Sp;1;C420
17;DoG;C106;1;12/02/2016;0;dog 17;California;0.31;Sp;1;C421
17;DoG;C106;2;12/02/2016;0;dog 17;California;5.50;Sp;1;C422
17;DoG;C106;3;12/02/2016;0;dog 17;California;5.48;Sp;1;C423
17;DoG;C106;4;12/02/2016;0;dog 17;California;3.56;Sp;1;C424
10;bar;C107;1;11/02/2016;0;bar 10;California;0.17;Sp;0;C425
10;bar;C107;2;11/02/2016;0;bar 10;California;4.80;Sp;0;C426
10;bar;C107;3;11/02/2016;0;bar 10;California;5.74;Sp;0;C427
10;bar;C107;4;11/02/2016;0;bar 10;California;5.83;Sp;0;C428
0;control;C108;1;09/02/2016;0;control;California;4.65;Sp;0;C429
0;control;C108;2;09/02/2016;0;control;California;5.25;Sp;0;C430
0;control;C108;3;09/02/2016;0;control;California;0.71;Sp;0;C431
0;control;C108;4;26/01/2016;0;control;California;0.52;Sp;0;C432
0;control;C109;1;26/01/2016;0;control;California;5.60;Sp;0;C433
0;control;C109;2;26/01/2016;0;control;California;0.63;Sp;0;C434
0;control;C109;3;25/01/2016;0;control;California;1.32;Sp;0;C435
0;control;C109;4;25/01/2016;0;control;California;1.95;Sp;0;C436
15;bar;L1;1;01/07/2015;0;bar 15;Lund;-1.6624;Sp;0;L5
15;bar;L1;2;01/07/2015;0;bar 15;Lund;-2.3703;Sp;0;L5
15;bar;L1;3;01/07/2015;0;bar 15;Lund;-1.159;Sp;0;L5
15;bar;L1;4;01/07/2015;0;bar 15;Lund;-0.73524;Sp;0;L5
15;bar;L2;1;01/07/2015;0;bar 15;Lund;1.1691;Sp;0;L1
15;bar;L2;2;01/07/2015;0;bar 15;Lund;-3.1341;Sp;0;L1
15;bar;L2;3;01/07/2015;0;bar 15;Lund;-1.5969;Sp;0;L1
15;bar;L2;4;01/07/2015;0;bar 15;Lund;0.61538;Sp;0;L1
15;bar;L3;1;01/07/2015;0;bar 15;Lund;2.1606;Sp;0;L4
15;bar;L3;2;01/07/2015;0;bar 15;Lund;1.146;Sp;0;L4
15;bar;L3;3;01/07/2015;0;bar 15;Lund;2.4867;Sp;0;L4
15;bar;L3;4;01/07/2015;0;bar 15;Lund;-0.52804;Sp;0;L4
35;bar;L4;1;13/07/2015;0;bar 35;Lund;2.391;Sp;0;L5
35;bar;L4;2;13/07/2015;0;bar 35;Lund;2.1634;Sp;0;L5
35;bar;L4;3;13/07/2015;0;bar 35;Lund;0.63047;Sp;0;L5
35;bar;L4;4;13/07/2015;0;bar 35;Lund;2.7417;Sp;0;L5
35;bar;L5;1;13/07/2015;0;bar 35;Lund;2.3222;Sp;0;L4
35;bar;L5;2;13/07/2015;0;bar 35;Lund;-0.43258;Sp;0;L4
35;bar;L5;3;13/07/2015;0;bar 35;Lund;2.2032;Sp;0;L4
35;bar;L5;4;13/07/2015;0;bar 35;Lund;0.4781;Sp;0;L4
35;bar;L6;1;13/07/2015;0;bar 35;Lund;-2.2755;Sp;0;L1
35;bar;L6;2;13/07/2015;0;bar 35;Lund;2.0271;Sp;0;L1
35;bar;L6;3;13/07/2015;0;bar 35;Lund;0.1564;Sp;0;L1
35;bar;L6;4;13/07/2015;0;bar 35;Lund;0.0187;Sp;0;L1
35;bar;L7;1;13/07/2015;0;bar 35;Lund;2.3153;Sp;0;L3
35;bar;L7;2;13/07/2015;0;bar 35;Lund;-1.2468;Sp;0;L3
35;bar;L7;3;13/07/2015;0;bar 35;Lund;1.4815;Sp;0;L3
35;bar;L7;4;13/07/2015;0;bar 35;Lund;2.1778;Sp;0;L3
35;bar;L8;1;13/07/2015;0;bar 35;Lund;-2.1854;Sp;0;L2
35;bar;L8;2;13/07/2015;0;bar 35;Lund;2.8241;Sp;0;L2
35;bar;L8;3;13/07/2015;0;bar 35;Lund;0.91964;Sp;0;L2
35;bar;L8;4;13/07/2015;0;bar 35;Lund;-0.43235;Sp;0;L2
35;bar;L9;1;29/06/2015;0;bar 35;Lund;-0.94967;Sp;0;L5
35;bar;L9;2;29/06/2015;0;bar 35;Lund;-2.8924;Sp;0;L5
35;bar;L9;3;29/06/2015;0;bar 35;Lund;2.6532;Sp;0;L5
35;bar;L9;4;29/06/2015;0;bar 35;Lund;-2.0009;Sp;0;L5
35;bar;L10;1;29/06/2015;0;bar 35;Lund;-0.46288;Sp;0;L3
35;bar;L10;2;29/06/2015;0;bar 35;Lund;2.2338;Sp;0;L3
35;bar;L10;3;29/06/2015;0;bar 35;Lund;1.1022;Sp;0;L3
35;bar;L10;4;29/06/2015;0;bar 35;Lund;-0.29701;Sp;0;L3
35;bar;L11;1;29/06/2015;0;bar 35;Lund;1.3954;Sp;0;L1
35;bar;L11;2;29/06/2015;0;bar 35;Lund;-0.67141;Sp;0;L1
35;bar;L11;3;29/06/2015;0;bar 35;Lund;-1.3047;Sp;0;L1
35;bar;L11;4;29/06/2015;0;bar 35;Lund;-2.4239;Sp;0;L1
35;bar;L12;1;29/06/2015;0;bar 35;Lund;0.38847;Sp;0;L2
35;bar;L12;2;29/06/2015;0;bar 35;Lund;2.2327;Sp;0;L2
35;bar;L13;1;29/06/2015;0;bar 35;Lund;-1.061;Sp;0;L4
35;bar;L13;2;29/06/2015;0;bar 35;Lund;-2.5107;Sp;0;L4
35;bar;L13;3;29/06/2015;0;bar 35;Lund;1.819;Sp;0;L4
35;bar;L13;4;29/06/2015;0;bar 35;Lund;-0.39786;Sp;0;L4
40;bar;L14;1;10/07/2015;0;bar 40;Lund;-0.68019;Sp;0;L5
40;bar;L14;2;10/07/2015;0;bar 40;Lund;0.2345;Sp;0;L5
40;bar;L14;3;10/07/2015;0;bar 40;Lund;-2.2395;Sp;0;L5
40;bar;L14;4;10/07/2015;0;bar 40;Lund;-0.15321;Sp;0;L5
40;bar;L15;1;10/07/2015;0;bar 40;Lund;-2.4684;Sp;0;L4
40;bar;L15;2;10/07/2015;0;bar 40;Lund;-0.20162;Sp;0;L4
40;bar;L15;4;10/07/2015;0;bar 40;Lund;1.9266;Sp;0;L4
40;bar;L16;1;10/07/2015;0;bar 40;Lund;2.6114;Sp;0;L4
40;bar;L16;2;10/07/2015;0;bar 40;Lund;-2.0435;Sp;0;L1
40;bar;L16;3;10/07/2015;0;bar 40;Lund;0.82286;Sp;0;L1
40;bar;L16;4;10/07/2015;0;bar 40;Lund;-0.83523;Sp;0;L1
40;bar;L16;1;10/07/2015;0;bar 40;Lund;2.2711;Sp;0;L1
40;bar;L17;2;10/07/2015;0;bar 40;Lund;0.91725;Sp;0;L3
40;bar;L17;3;10/07/2015;0;bar 40;Lund;-1.5252;Sp;0;L3
40;bar;L17;4;10/07/2015;0;bar 40;Lund;0.91102;Sp;0;L3
50;bar;L18;1;06/07/2015;0;bar 50;Lund;0.39184;Sp;0;L5
50;bar;L18;2;06/07/2015;0;bar 50;Lund;-0.96785;Sp;0;L5
50;bar;L18;3;06/07/2015;0;bar 50;Lund;-2.9449;Sp;0;L5
50;bar;L18;4;06/07/2015;0;bar 50;Lund;0.74954;Sp;0;L5
50;bar;L19;1;06/07/2015;0;bar 50;Lund;3.106;Sp;0;L4
50;bar;L19;2;06/07/2015;0;bar 50;Lund;0.18538;Sp;0;L4
50;bar;L19;3;06/07/2015;0;bar 50;Lund;0.51398;Sp;0;L4
50;bar;L19;4;06/07/2015;0;bar 50;Lund;1.2656;Sp;0;L4
50;bar;L20;1;06/07/2015;0;bar 50;Lund;-2.6221;Sp;0;L1
50;bar;L20;2;06/07/2015;0;bar 50;Lund;1.144;Sp;0;L1
50;bar;L20;3;06/07/2015;0;bar 50;Lund;2.3777;Sp;0;L1
50;bar;L21;1;25/06/2015;0;bar 50;Lund;2.8836;Sp;0;L5
50;bar;L21;2;25/06/2015;0;bar 50;Lund;1.3213;Sp;0;L5
50;bar;L21;3;25/06/2015;0;bar 50;Lund;0.26718;Sp;0;L5
50;bar;L21;4;25/06/2015;0;bar 50;Lund;0.1283;Sp;0;L5
50;bar;L21;1;25/06/2015;0;bar 50;Lund;0.64219;Sp;0;L3
50;bar;L22;2;25/06/2015;0;bar 50;Lund;1.4709;Sp;0;L3
50;bar;L22;3;25/06/2015;0;bar 50;Lund;-0.47079;Sp;0;L3
50;bar;L22;4;25/06/2015;0;bar 50;Lund;-0.3051;Sp;0;L3
50;bar;L22;1;25/06/2015;0;bar 50;Lund;-1.9191;Sp;0;L2
50;bar;L23;2;25/06/2015;0;bar 50;Lund;-0.11228;Sp;0;L2
50;bar;L23;3;25/06/2015;0;bar 50;Lund;-0.058506;Sp;0;L2
50;bar;L23;4;25/06/2015;0;bar 50;Lund;-1.8196;Sp;0;L2
50;bar;L23;1;25/06/2015;0;bar 50;Lund;2.491;Sp;0;L1
50;bar;L24;2;25/06/2015;0;bar 50;Lund;-2.4498;Sp;0;L1
50;bar;L24;3;25/06/2015;0;bar 50;Lund;0.60398;Sp;0;L1
50;bar;L24;4;25/06/2015;0;bar 50;Lund;-1.719;Sp;0;L1
50;bar;L24;1;25/06/2015;0;bar 50;Lund;2.3492;Sp;0;L4
50;bar;L25;2;25/06/2015;0;bar 50;Lund;0.44875;Sp;0;L4
50;bar;L25;3;25/06/2015;0;bar 50;Lund;-1.4346;Sp;0;L4
50;bar;L25;4;25/06/2015;0;bar 50;Lund;0.14828;Sp;0;L4
15;bar;L26;1;30/06/2015;0;bar 15;Lund;-0.11534;Sp;0;L5
15;bar;L26;2;30/06/2015;0;bar 15;Lund;2.0282;Sp;0;L5
15;bar;L26;3;30/06/2015;0;bar 15;Lund;2.9106;Sp;0;L5
15;bar;L26;4;30/06/2015;0;bar 15;Lund;0.40508;Sp;0;L5
15;bar;L27;1;30/06/2015;0;bar 15;Lund;1.245;Sp;0;L3
15;bar;L27;2;30/06/2015;0;bar 15;Lund;2.6589;Sp;0;L3
15;bar;L27;3;30/06/2015;0;bar 15;Lund;1.4251;Sp;0;L3
15;bar;L27;4;30/06/2015;0;bar 15;Lund;2.3407;Sp;0;L3
15;bar;L28;1;30/06/2015;0;bar 15;Lund;2.0203;Sp;0;L1
15;bar;L28;2;30/06/2015;0;bar 15;Lund;1.3309;Sp;0;L1
15;bar;L28;3;30/06/2015;0;bar 15;Lund;2.2041;Sp;0;L1
15;bar;L28;4;30/06/2015;0;bar 15;Lund;3.0446;Sp;0;L1
15;bar;L29;1;30/06/2015;0;bar 15;Lund;-2.7656;Sp;0;L2
15;bar;L29;2;30/06/2015;0;bar 15;Lund;-2.0298;Sp;0;L4
15;bar;L29;3;30/06/2015;0;bar 15;Lund;-1.1007;Sp;0;L4
15;bar;L29;4;30/06/2015;0;bar 15;Lund;-0.30104;Sp;0;L4
50;bar;L30;1;20/08/2015;0;bar 50;Lund;2.3998;Sp;1;L5
50;bar;L30;2;20/08/2015;0;bar 50;Lund;-3.0497;Sp;1;L5
50;bar;L30;3;20/08/2015;0;bar 50;Lund;0.44997;Sp;1;L5
50;bar;L30;4;20/08/2015;0;bar 50;Lund;0.38526;Sp;1;L5
50;bar;L31;1;20/08/2015;0;bar 50;Lund;2.6864;Sp;1;L1
50;bar;L31;2;20/08/2015;0;bar 50;Lund;-1.6857;Sp;1;L1
50;bar;L31;3;20/08/2015;0;bar 50;Lund;-2.643;Sp;1;L1
50;bar;L31;4;20/08/2015;0;bar 50;Lund;-2.9647;Sp;1;L1
50;bar;L32;1;20/08/2015;0;bar 50;Lund;-3.1359;Sp;1;L4
50;bar;L32;2;20/08/2015;0;bar 50;Lund;-2.964;Sp;1;L4
50;bar;L32;3;20/08/2015;0;bar 50;Lund;3.0322;Sp;1;L4
50;bar;L32;4;20/08/2015;0;bar 50;Lund;-0.22328;Sp;1;L4
50;bar;L33;1;21/08/2015;0;bar 50;Lund;0.23463;Sp;1;L4
50;bar;L33;2;21/08/2015;0;bar 50;Lund;2.2998;Sp;1;L4
50;bar;L33;3;21/08/2015;0;bar 50;Lund;-0.73737;Sp;1;L4
50;bar;L33;4;21/08/2015;0;bar 50;Lund;-2.4717;Sp;1;L4
50;bar;L34;1;21/08/2015;0;bar 50;Lund;-1.818;Sp;1;L1
50;bar;L34;2;21/08/2015;0;bar 50;Lund;-3.121;Sp;1;L1
50;bar;L34;3;21/08/2015;0;bar 50;Lund;-3.0331;Sp;1;L1
50;bar;L34;4;21/08/2015;0;bar 50;Lund;2.526;Sp;1;L1
50;bar;L35;1;24/08/2015;0;bar 50;Lund;2.8434;Sp;1;L5
50;bar;L35;2;24/08/2015;0;bar 50;Lund;-0.13012;Sp;1;L5
50;bar;L35;3;24/08/2015;0;bar 50;Lund;-0.39677;Sp;1;L5
50;bar;L35;4;24/08/2015;0;bar 50;Lund;-2.0892;Sp;1;L5
50;bar;L36;1;24/08/2015;0;bar 50;Lund;-1.702;Sp;1;L1
50;bar;L36;2;24/08/2015;0;bar 50;Lund;2.0531;Sp;1;L1
50;bar;L36;3;24/08/2015;0;bar 50;Lund;2.9485;Sp;1;L1
50;bar;L36;3;24/08/2015;0;bar 50;Lund;-2.0967;Sp;1;L1
50;bar;L37;1;24/08/2015;0;bar 50;Lund;-1.3726;Sp;1;L4
50;bar;L37;2;24/08/2015;0;bar 50;Lund;-1.8878;Sp;1;L4
50;bar;L37;3;24/08/2015;0;bar 50;Lund;-3.0394;Sp;1;L4
50;bar;L37;4;24/08/2015;0;bar 50;Lund;0.25237;Sp;1;L4
50;bar;L38;1;24/08/2015;0;bar 50;Lund;1.454;Sp;1;L2
50;bar;L38;2;24/08/2015;0;bar 50;Lund;-1.6768;Sp;1;L2
50;bar;L38;3;24/08/2015;0;bar 50;Lund;1.7025;Sp;1;L2
