arc;type;trial_set;pos;date;unmissable;pattern;locale;heading_rad
60;DoG;B1;1;20/05/2015;0;dog 60;Berlin;-2.95
60;DoG;B1;2;20/05/2015;0;dog 60;Berlin;0.28
60;DoG;B1;3;20/05/2015;0;dog 60;Berlin;0.43
60;DoG;B1;4;20/05/2015;0;dog 60;Berlin;0.06
60;DoG;B2;1;20/05/2015;0;dog 60;Berlin;-0.38
60;DoG;B2;2;20/05/2015;0;dog 60;Berlin;-1.86
60;DoG;B2;4;20/05/2015;0;dog 60;Berlin;0.44
60;DoG;B3;2;20/05/2015;0;dog 60;Berlin;0.19
55;DoG;B4;1;27/05/2015;0;dog 55;Berlin;2.57
55;DoG;B4;2;27/05/2015;0;dog 55;Berlin;0.25
55;DoG;B4;3;27/05/2015;0;dog 55;Berlin;0.6
55;DoG;B4;4;27/05/2015;0;dog 55;Berlin;-2.97
55;DoG;B5;1;27/05/2015;0;dog 55;Berlin;-1.1
55;DoG;B5;2;27/05/2015;0;dog 55;Berlin;0.01
55;DoG;B5;3;27/05/2015;0;dog 55;Berlin;-0.3
55;DoG;B5;4;27/05/2015;0;dog 55;Berlin;0.03
55;DoG;B6;2;27/05/2015;0;dog 55;Berlin;2.69
55;DoG;B6;3;27/05/2015;0;dog 55;Berlin;-1.38
55;DoG;B6;4;27/05/2015;0;dog 55;Berlin;1.94
55;DoG;B7;1;27/05/2015;0;dog 55;Berlin;2.92
55;DoG;B7;2;27/05/2015;0;dog 55;Berlin;-0.28
55;DoG;B7;3;27/05/2015;0;dog 55;Berlin;-0.08
55;DoG;B7;4;27/05/2015;0;dog 55;Berlin;0.23
55;DoG;B8;1;27/05/2015;0;dog 55;Berlin;-2.52
55;DoG;B8;2;27/05/2015;0;dog 55;Berlin;-2.93
55;DoG;B8;4;27/05/2015;0;dog 55;Berlin;0.02
50;bar;B9;1;18/05/2015;0;bar 50;Berlin;1.7
50;bar;B9;2;18/05/2015;0;bar 50;Berlin;-0.4
50;bar;B9;3;18/05/2015;0;bar 50;Berlin;0.22
50;bar;B9;4;18/05/2015;0;bar 50;Berlin;-0.31
50;bar;B10;1;18/05/2015;0;bar 50;Berlin;-0.02
50;bar;B10;2;18/05/2015;0;bar 50;Berlin;1.52
50;bar;B10;3;18/05/2015;0;bar 50;Berlin;2.43
50;bar;B10;4;18/05/2015;0;bar 50;Berlin;0.35
50;bar;B11;1;18/05/2015;0;bar 50;Berlin;-2.33
50;bar;B11;2;18/05/2015;0;bar 50;Berlin;0.52
50;bar;B11;3;18/05/2015;0;bar 50;Berlin;0.58
50;bar;B11;4;18/05/2015;0;bar 50;Berlin;-0.02
50;bar;B12;1;18/05/2015;0;bar 50;Berlin;-0.07
50;bar;B12;2;18/05/2015;0;bar 50;Berlin;2.12
50;bar;B12;3;18/05/2015;0;bar 50;Berlin;-2.5
50;bar;B12;4;18/05/2015;0;bar 50;Berlin;0.61
50;bar;B13;1;18/05/2015;0;bar 50;Berlin;1.6
50;bar;B13;2;18/05/2015;0;bar 50;Berlin;-2.88
50;bar;B13;3;18/05/2015;0;bar 50;Berlin;-0.45
50;bar;B13;4;18/05/2015;0;bar 50;Berlin;-0.22
50;DoG;B14;1;21/05/2015;0;dog 50;Berlin;2.67
50;DoG;B14;2;21/05/2015;0;dog 50;Berlin;1.08
50;DoG;B14;3;21/05/2015;0;dog 50;Berlin;0.92
50;DoG;B14;4;21/05/2015;0;dog 50;Berlin;1.67
50;DoG;B15;1;21/05/2015;0;dog 50;Berlin;-0.15
50;DoG;B15;2;21/05/2015;0;dog 50;Berlin;-2.06
50;DoG;B15;3;21/05/2015;0;dog 50;Berlin;2.82
50;DoG;B15;4;21/05/2015;0;dog 50;Berlin;2.93
50;DoG;B16;1;21/05/2015;0;dog 50;Berlin;-0.2
50;DoG;B16;2;21/05/2015;0;dog 50;Berlin;2.95
